destination,adults,rooms,url
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALIg57LBsACAdICJDE1NjBlMzMwLTc2MzItNGM4Ni04ZmY5LTg3MGU0NzNjZDY2OdgCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKthZ7LBsACAdICJDI5MjdmZDllLTZhOTQtNDg3ZC05NzBkLTA2NzA2NmNiMmQ0YdgCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK1h57LBsACAdICJDVjNzdiZGNjLTc2ZGYtNGU3My05ZGE0LTM5MDliNDljNjkxN9gCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALyiJ7LBsACAdICJGI0ZWI2YjAyLWVlZjgtNGFhZi1iYzg1LTRlZjlkNWYwYTNjN9gCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Araliya+Beach+Resort+%26+Spa+Unawatuna-+Where+you+meet+the+sea+all+year%2C+Unawatuna%2C+Galle+District%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKrip7LBsACAdICJDUwNWNjYmZjLTlmODgtNDVkZi05OGI1LTBjZGY1ZmM2MTAzM9gCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=7186410&dest_type=hotel&ac_position=3&ac_click_type=b&ac_langcode=en&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=e98254563aed0358&ac_meta=GhBlOTgyNTQ1NjNhZWQwMzU4IAMoATICZW46CVVuYXdhdHVuYUAASgBQAA%3D%3D&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Araliya+Beach+Resort+%26+Spa+Unawatuna-+Where+you+meet+the+sea+all+year%2C+Unawatuna%2C+Galle+District%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALmjJ7LBsACAdICJGI1MGVlZGVhLTc1YjctNGU2NC1iZGNlLWEzYTBiNGZmNTlkM9gCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=7186410&dest_type=hotel&ac_position=3&ac_click_type=b&ac_langcode=en&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=b70554f349d8073e&ac_meta=GhBiNzA1NTRmMzQ5ZDgwNzNlIAMoATICZW46CVVuYXdhdHVuYUAASgBQAA%3D%3D&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Araliya+Beach+Resort+%26+Spa+Unawatuna-+Where+you+meet+the+sea+all+year%2C+Unawatuna%2C+Galle+District%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK3jp7LBsACAdICJDAzNjYzOGFmLTAxNTMtNDFmZC1hOTBmLWU4NmQyYjFlNTg4ONgCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=7186410&dest_type=hotel&ac_position=3&ac_click_type=b&ac_langcode=en&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=4e6f555b620107d4&ac_meta=GhA0ZTZmNTU1YjYyMDEwN2Q0IAMoATICZW46CVVuYXdhdHVuYUAASgBQAA%3D%3D&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKQkJ7LBsACAdICJGU3NTFlYTVlLWNjMzAtNGJjNS1iMmMwLTcwZDBiYTM2YzhlMdgCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Araliya+Beach+Resort+%26+Spa+Unawatuna-+Where+you+meet+the+sea+all+year%2C+Unawatuna%2C+Galle+District%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALlkZ7LBsACAdICJDg0N2JiMjIxLTQ0YWEtNDA4NC1hZDVmLTI2MTBlMDRmM2IyY9gCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=7186410&dest_type=hotel&ac_position=3&ac_click_type=b&ac_langcode=en&ac_suggestion_list_length=5&search_selected=true&search_pageview_id=28ee563351790449&ac_meta=GhAyOGVlNTYzMzUxNzkwNDQ5IAMoATICZW46CVVuYXdhdHVuYUAASgBQAA%3D%3D&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
Unawatuna,2,1,https://www.booking.com/searchresults.en-gb.html?ss=Unawatuna%2C+Sri+Lanka&efdco=1&label=gen173nr-10CAEoggI46AdIM1gEaIUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKLk57LBsACAdICJDA0YjY3Njk1LTI1OGItNGE0NC05N2JhLTVkZjFhYzA1NTc2ONgCAeACAQ&aid=304142&lang=en-gb&sb=1&src_elem=sb&src=index&dest_id=-2238370&dest_type=city&ltfd=5%3A1%3A1-2026_2-2026_3-2026%3A1%3A&group_adults=1&no_rooms=1&group_children=0
